chrom,start,end,strand,gene_id,gene_name,utr_id
1,14371128,14374998,-,ENSMUSG00000025932,Eya1,5
1,14823270,14826516,-,ENSMUSG00000025930,Msc,1
1,14942572,14944252,-,ENSMUSG00000032769,Trpa1,1
1,15781554,15794274,+,ENSMUSG00000092083,Kcnb2,1
1,15889575,15892627,+,ENSMUSG00000025925,Terf1,1
1,15913007,15914576,+,ENSMUSG00000025925,Terf1,2
1,15923786,15926268,-,ENSMUSG00000032719,Sbspon,1
1,16135903,16136649,-,ENSMUSG00000067795,4930444P10Rik,1
1,16171219,16173123,-,ENSMUSG00000043716,Rpl7,1
1,16201218,16204258,+,ENSMUSG00000025921,Rdh10,1
1,16298598,16300296,-,ENSMUSG00000025920,Stau2,1
1,16413331,16416535,-,ENSMUSG00000025920,Stau2,2
1,16436003,16436663,-,ENSMUSG00000025920,Stau2,3
1,16439679,16440410,-,ENSMUSG00000025920,Stau2,4
1,16444598,16445335,-,ENSMUSG00000025920,Stau2,5
1,16459745,16460557,-,ENSMUSG00000025920,Stau2,6
1,16462441,16463148,-,ENSMUSG00000025920,Stau2,7
1,16463975,16464734,-,ENSMUSG00000025920,Stau2,8
1,16497470,16498156,-,ENSMUSG00000025920,Stau2,9
1,16510366,16510982,-,ENSMUSG00000025920,Stau2,10
1,16529639,16530839,-,ENSMUSG00000025920,Stau2,11
1,16610714,16612295,-,ENSMUSG00000025939,Ube2w,1
1,16634262,16634992,-,ENSMUSG00000025939,Ube2w,2
1,16639706,16641792,-,ENSMUSG00000025939,Ube2w,3
1,16651860,16652526,-,ENSMUSG00000025939,Ube2w,4
1,16654082,16656640,-,ENSMUSG00000025939,Ube2w,5
1,16671903,16672877,-,ENSMUSG00000025939,Ube2w,6
1,16711649,16714002,-,ENSMUSG00000079658,Eloc,1
1,16716760,16718531,-,ENSMUSG00000079658,Eloc,2
1,16735632,16736335,+,ENSMUSG00000025940,Tmem70,1
1,16746892,16748799,+,ENSMUSG00000025940,Tmem70,2
1,16761608,16762471,+,ENSMUSG00000025779,Ly96,1
1,16779363,16780135,+,ENSMUSG00000025779,Ly96,2
1,17034484,17035101,-,ENSMUSG00000042686,Jph1,1
1,17047322,17048092,-,ENSMUSG00000042686,Jph1,2
1,17064862,17068002,-,ENSMUSG00000042686,Jph1,3
1,17226885,17234795,+,ENSMUSG00000025777,Gdap1,1
1,17694895,17701463,+,ENSMUSG00000067780,Pi15,1
1,17815704,17816417,+,ENSMUSG00000025776,Crispld1,1
1,17834039,17836868,+,ENSMUSG00000025776,Crispld1,2
1,18185115,18186280,-,ENSMUSG00000025774,Crisp4,1
1,18306397,18307184,-,ENSMUSG00000073735,Defb18,1
1,18320904,18321723,-,ENSMUSG00000067773,Defb41,1
1,18330448,18331190,-,ENSMUSG00000067773,Defb41,2
1,19218228,19218891,+,ENSMUSG00000042596,Tfap2d,1
1,19236103,19236870,+,ENSMUSG00000042596,Tfap2d,2
1,19283875,19284966,+,ENSMUSG00000025927,Tfap2b,1
1,19289117,19289777,+,ENSMUSG00000025927,Tfap2b,2
1,19304272,19309100,+,ENSMUSG00000025927,Tfap2b,3
1,20127703,20128821,-,ENSMUSG00000043760,Pkhd1,1
1,20444646,20445292,-,ENSMUSG00000043760,Pkhd1,2
1,20662877,20664492,-,ENSMUSG00000043760,Pkhd1,3
1,20676221,20677145,-,ENSMUSG00000043760,Pkhd1,4
1,20803784,20805020,+,ENSMUSG00000025929,Il17a,1
1,20847070,20848528,-,ENSMUSG00000041872,Il17f,1
1,20857403,20858358,-,ENSMUSG00000041872,Il17f,2
1,20872892,20875431,-,ENSMUSG00000041859,Mcm3,1
1,21005613,21010174,+,ENSMUSG00000025931,Paqr8,1
1,21025266,21026051,+,ENSMUSG00000041809,Efhc1,1
1,21060613,21061365,+,ENSMUSG00000041809,Efhc1,2
1,21066223,21072085,-,ENSMUSG00000041779,Tram2,1
1,21074237,21074854,-,ENSMUSG00000041779,Tram2,2
1,21299510,21300691,+,ENSMUSG00000025933,Tmem14a,1
1,21323445,21326836,+,ENSMUSG00000025934,Gsta3,1
1,21334767,21336185,+,ENSMUSG00000025934,Gsta3,2
1,21421018,21422724,+,ENSMUSG00000067750,Khdc1a,1
1,21439652,21441369,+,ENSMUSG00000041722,Khdc1c,1
1,21454824,21456897,+,ENSMUSG00000085079,Khdc1b,1
1,21468327,21473649,-,ENSMUSG00000028033,Kcnq5,1
1,21474856,21476448,-,ENSMUSG00000028033,Kcnq5,2
1,21493973,21494681,-,ENSMUSG00000028033,Kcnq5,3
1,21527328,21528148,-,ENSMUSG00000028033,Kcnq5,4
1,21536169,21536933,-,ENSMUSG00000028033,Kcnq5,5
1,21539394,21540088,-,ENSMUSG00000028033,Kcnq5,6
1,21549298,21549993,-,ENSMUSG00000028033,Kcnq5,7
1,21557147,21557857,-,ENSMUSG00000028033,Kcnq5,8
1,21575224,21576356,-,ENSMUSG00000028033,Kcnq5,9
1,21647568,21648547,-,ENSMUSG00000028033,Kcnq5,10
1,22356175,22359164,-,ENSMUSG00000041670,Rims1,1
1,22506972,22507702,-,ENSMUSG00000041670,Rims1,2
1,22521935,22522634,-,ENSMUSG00000041670,Rims1,3
1,23139254,23141150,-,ENSMUSG00000073730,Ppp1r14bl,1
1,23405205,23409829,-,ENSMUSG00000026158,Ogfrl1,1
1,23430530,23432392,-,ENSMUSG00000026158,Ogfrl1,2
1,23854317,23855121,+,ENSMUSG00000026156,B3gat2,1
1,23883969,23888539,+,ENSMUSG00000026156,B3gat2,2
1,23883627,23885944,-,ENSMUSG00000026155,Smap1,1
1,23887061,23888849,-,ENSMUSG00000026155,Smap1,2
1,24034720,24035631,-,ENSMUSG00000026154,Sdhaf4,1
1,24041747,24042687,-,ENSMUSG00000026154,Sdhaf4,2
1,24049874,24051878,-,ENSMUSG00000026153,Fam135a,1
1,24053560,24054273,-,ENSMUSG00000026153,Fam135a,2
1,24059456,24061386,-,ENSMUSG00000026153,Fam135a,3
1,24062994,24064254,-,ENSMUSG00000026153,Fam135a,4
1,24065389,24066188,-,ENSMUSG00000026153,Fam135a,5
1,24066981,24070277,-,ENSMUSG00000026153,Fam135a,6
1,24071444,24072117,-,ENSMUSG00000026153,Fam135a,7
1,24082895,24083650,-,ENSMUSG00000026153,Fam135a,8
1,24085139,24085788,-,ENSMUSG00000026153,Fam135a,9
1,24087911,24088588,-,ENSMUSG00000026153,Fam135a,10
1,24090545,24093475,-,ENSMUSG00000026153,Fam135a,11
1,24259525,24260166,+,ENSMUSG00000026147,Col9a1,1
1,24269664,24270336,+,ENSMUSG00000026147,Col9a1,2
1,24290643,24292065,+,ENSMUSG00000026147,Col9a1,3
1,24300671,24304198,-,ENSMUSG00000026141,Col19a1,1
1,24318551,24319178,-,ENSMUSG00000026141,Col19a1,2
1,24745728,24746432,+,ENSMUSG00000073725,Lmbrd1,1
1,24770528,24771275,+,ENSMUSG00000073725,Lmbrd1,2
1,24783647,24784329,+,ENSMUSG00000073725,Lmbrd1,3
1,24801077,24805682,+,ENSMUSG00000073725,Lmbrd1,4
1,25106257,25107737,-,ENSMUSG00000033569,Adgrb3,1
1,25130235,25133789,-,ENSMUSG00000033569,Adgrb3,2
1,25170033,25170782,-,ENSMUSG00000033569,Adgrb3,3
1,25242224,25245077,-,ENSMUSG00000033569,Adgrb3,4
1,25256816,25261243,-,ENSMUSG00000033569,Adgrb3,5
1,25522692,25527500,-,ENSMUSG00000033569,Adgrb3,6
1,26720595,26721332,-,ENSMUSG00000073722,Spata31e2,1
1,28814898,28815639,-,ENSMUSG00000048411,Spata31e5,1
1,30841120,30845745,-,ENSMUSG00000048874,Phf3,1
1,30850685,30851348,-,ENSMUSG00000048874,Phf3,2
1,30852352,30853472,-,ENSMUSG00000048874,Phf3,3
1,30854096,30855965,-,ENSMUSG00000048874,Phf3,4
1,30859007,30863900,-,ENSMUSG00000048874,Phf3,5
1,30868212,30870940,-,ENSMUSG00000048874,Phf3,6
1,30901851,30902636,-,ENSMUSG00000048874,Phf3,7
1,30911433,30912856,-,ENSMUSG00000048874,Phf3,8
1,30979083,30982704,-,ENSMUSG00000026064,Ptp4a1,1
1,30979083,30985924,-,ENSMUSG00000117310,Ptp4a1,1
1,30988365,30989072,-,ENSMUSG00000117310,Ptp4a1,2
1,31016024,31017349,-,ENSMUSG00000117091,Alyreffm3,1
1,31036633,31037563,-,ENSMUSG00000086727,Alyreffm1,1
1,31057969,31059066,-,ENSMUSG00000086727,Alyreffm1,2
1,31081691,31082863,-,ENSMUSG00000086727,Alyreffm1,3
1,31179945,31181149,-,ENSMUSG00000086727,Alyreffm1,4
1,31241712,31242769,-,ENSMUSG00000086727,Alyreffm1,5
1,31242174,31244106,+,ENSMUSG00000050217,Lgsn,1
1,31262377,31263669,+,ENSMUSG00000026063,Dnaaf6rt,1
1,31325726,31327087,+,ENSMUSG00000094215,Alyreffm2,1
1,32282866,32286259,+,ENSMUSG00000026058,Khdrbs2,1
1,32349639,32350471,+,ENSMUSG00000026058,Khdrbs2,2
1,32372610,32377735,+,ENSMUSG00000026058,Khdrbs2,3
1,32453652,32454315,+,ENSMUSG00000026058,Khdrbs2,4
1,32696323,32697949,+,ENSMUSG00000026058,Khdrbs2,5
1,32582467,32584771,-,ENSMUSG00000091318,Semp2l1,1
1,33492591,33493466,-,ENSMUSG00000026134,Prim2,1
1,33517723,33519921,-,ENSMUSG00000026134,Prim2,2
1,33659659,33662705,-,ENSMUSG00000026134,Prim2,3
1,33762567,33766272,+,ENSMUSG00000004768,Rab23,1
1,33773483,33774735,+,ENSMUSG00000004768,Rab23,2
1,33775581,33776263,+,ENSMUSG00000004768,Rab23,3
1,33777069,33781945,+,ENSMUSG00000004768,Rab23,4
1,33784265,33786397,-,ENSMUSG00000042215,Bag2,1
1,33795554,33797108,-,ENSMUSG00000042215,Bag2,2
1,33800326,33801590,-,ENSMUSG00000042197,Zfp451,1
1,33804625,33805290,-,ENSMUSG00000042197,Zfp451,2
1,33808502,33810280,-,ENSMUSG00000042197,Zfp451,3
1,33811674,33812414,-,ENSMUSG00000042197,Zfp451,4
1,33815050,33817244,-,ENSMUSG00000042197,Zfp451,5
1,33817825,33819430,-,ENSMUSG00000042197,Zfp451,6
1,33820849,33823222,-,ENSMUSG00000042197,Zfp451,7
1,33825235,33825913,-,ENSMUSG00000042197,Zfp451,8
1,33830917,33841500,-,ENSMUSG00000042197,Zfp451,9
1,33852308,33853191,-,ENSMUSG00000042197,Zfp451,10
1,33890833,33892739,-,ENSMUSG00000042182,Bend6,1
1,33901476,33903315,-,ENSMUSG00000042182,Bend6,2
1,33912539,33913292,-,ENSMUSG00000042182,Bend6,3
1,34156213,34158534,+,ENSMUSG00000026131,Dst,1
1,34173871,34176517,+,ENSMUSG00000026131,Dst,2
1,34193294,34193902,+,ENSMUSG00000026131,Dst,3
1,34200705,34204782,+,ENSMUSG00000026131,Dst,4
1,34213478,34214176,+,ENSMUSG00000026131,Dst,5
1,34217687,34223285,+,ENSMUSG00000026131,Dst,6
1,34226753,34232644,+,ENSMUSG00000026131,Dst,7
1,34310136,34311673,+,ENSMUSG00000026131,Dst,8
1,34312949,34313664,+,ENSMUSG00000026131,Dst,9
1,34342202,34342844,+,ENSMUSG00000026131,Dst,10
1,34345309,34348042,+,ENSMUSG00000026131,Dst,11
1,34475451,34476991,-,ENSMUSG00000042111,Ccdc115,1
1,34478679,34488737,+,ENSMUSG00000026127,Imp4,1
1,34498543,34500437,+,ENSMUSG00000026126,Ptpn18,1
1,34502247,34506247,+,ENSMUSG00000026126,Ptpn18,2
1,34510593,34511298,+,ENSMUSG00000026126,Ptpn18,3
1,34512428,34513165,+,ENSMUSG00000026126,Ptpn18,4
1,34514425,34515114,+,ENSMUSG00000026126,Ptpn18,5
1,34538435,34539513,+,ENSMUSG00000026125,Prss39,1
1,34541729,34542444,+,ENSMUSG00000026125,Prss39,2
1,34582919,34583694,+,ENSMUSG00000026124,Cfc1,1
1,34582749,34584126,-,ENSMUSG00000037529,Prss40,1
1,34591115,34592059,-,ENSMUSG00000037529,Prss40,2
1,34594750,34595519,-,ENSMUSG00000037529,Prss40,3
1,34596634,34597473,-,ENSMUSG00000037529,Prss40,4
1,34627806,34630325,+,ENSMUSG00000045174,Amer3,1
1,34845096,34848599,+,ENSMUSG00000037509,Arhgef4,1
1,34850459,34852690,+,ENSMUSG00000037509,Arhgef4,2
1,34840575,34841345,+,ENSMUSG00000118272,Smim39,1
1,34852000,34857507,-,ENSMUSG00000037503,Fam168b,1
1,34858373,34859282,-,ENSMUSG00000037503,Fam168b,2
1,34867423,34868228,-,ENSMUSG00000037503,Fam168b,3
1,34902252,34902856,+,ENSMUSG00000026123,Plekhb2,1
1,34908273,34913337,+,ENSMUSG00000026123,Plekhb2,2
1,34915829,34918961,+,ENSMUSG00000026123,Plekhb2,3
1,36140471,36145827,+,ENSMUSG00000045216,Hs6st1,1
1,36178808,36183632,-,ENSMUSG00000037470,Uggt1,1
1,36184813,36186122,-,ENSMUSG00000037470,Uggt1,2
1,36188826,36189540,-,ENSMUSG00000037470,Uggt1,3
1,36190415,36191175,-,ENSMUSG00000037470,Uggt1,4
1,36193854,36197577,-,ENSMUSG00000037470,Uggt1,5
1,36198723,36199407,-,ENSMUSG00000037470,Uggt1,6
1,36200457,36204992,-,ENSMUSG00000037470,Uggt1,7
1,36208980,36209675,-,ENSMUSG00000037470,Uggt1,8
1,36212216,36214483,-,ENSMUSG00000037470,Uggt1,9
1,36215014,36215708,-,ENSMUSG00000037470,Uggt1,10
1,36216299,36219060,-,ENSMUSG00000037470,Uggt1,11
1,36221251,36222015,-,ENSMUSG00000037470,Uggt1,12
1,36223137,36223868,-,ENSMUSG00000037470,Uggt1,13
1,36224614,36225349,-,ENSMUSG00000037470,Uggt1,14
1,36230310,36231886,-,ENSMUSG00000037470,Uggt1,15
1,36234631,36235381,-,ENSMUSG00000037470,Uggt1,16
1,36236325,36237016,-,ENSMUSG00000037470,Uggt1,17
1,36240486,36242259,-,ENSMUSG00000037470,Uggt1,18
1,36246723,36247423,-,ENSMUSG00000037470,Uggt1,19
1,36248767,36249433,-,ENSMUSG00000037470,Uggt1,20
1,36282420,36284101,-,ENSMUSG00000037470,Uggt1,21
1,36303378,36305740,-,ENSMUSG00000047180,Neurl3,1
1,36307642,36308522,-,ENSMUSG00000047180,Neurl3,2
1,36346539,36352152,+,ENSMUSG00000037447,Arid5a,1
1,36354993,36363410,+,ENSMUSG00000037447,Arid5a,2
1,36374511,36377032,-,ENSMUSG00000010453,Kansl3,1
1,36382032,36385410,-,ENSMUSG00000010453,Kansl3,2
1,36385998,36386675,-,ENSMUSG00000010453,Kansl3,3
1,36387306,36388846,-,ENSMUSG00000010453,Kansl3,4
1,36390414,36391381,-,ENSMUSG00000010453,Kansl3,5
1,36392375,36394161,-,ENSMUSG00000010453,Kansl3,6
1,36396821,36397841,-,ENSMUSG00000010453,Kansl3,7
1,36404263,36407415,-,ENSMUSG00000010453,Kansl3,8
1,36440135,36443008,+,ENSMUSG00000037432,Fer1l5,1
1,36443535,36444210,+,ENSMUSG00000037432,Fer1l5,2
1,36458796,36461491,+,ENSMUSG00000037432,Fer1l5,3
1,36458652,36459339,-,ENSMUSG00000001143,Lman2l,1
1,36460846,36464338,-,ENSMUSG00000001143,Lman2l,2
1,36466883,36467842,-,ENSMUSG00000001143,Lman2l,3
1,36477531,36479107,-,ENSMUSG00000001143,Lman2l,4
1,36482301,36484638,-,ENSMUSG00000001143,Lman2l,5
1,36510777,36512748,+,ENSMUSG00000037408,Cnnm4,1
1,36545388,36548145,+,ENSMUSG00000037408,Cnnm4,2
1,36557350,36559816,+,ENSMUSG00000001138,Cnnm3,1
1,36562865,36567618,+,ENSMUSG00000001138,Cnnm3,2
1,36568969,36570926,-,ENSMUSG00000067653,Ankrd23,1
1,36572768,36573496,-,ENSMUSG00000067653,Ankrd23,2
1,36568974,36570926,-,ENSMUSG00000109510,Gm42417,1
1,36572833,36573818,-,ENSMUSG00000109510,Gm42417,2
1,36578138,36578771,-,ENSMUSG00000109510,Gm42417,3
1,36576288,36578915,-,ENSMUSG00000079610,Ankrd39,1
1,36580618,36582225,-,ENSMUSG00000079610,Ankrd39,2
1,36584112,36586600,-,ENSMUSG00000079610,Ankrd39,3
1,36587420,36588919,-,ENSMUSG00000026121,Sema4c,1
